Ma SV,Ma HP,Time slot
13,KH0166,0
17,KH0018,0
19,KH0232,0
21,KH0117,0
40,KH0039,0
57,KH0115,0
73,KH0039,0
80,KH0077,0
102,KH0138,0
108,KH0177,0
110,KH0115,0
124,KH0197,0
141,KH0115,0
142,KH0152,0
172,KH0134,0
184,KH0181,0
211,KH0229,0
213,KH0115,0
242,KH0229,0
246,KH0039,0
250,KH0077,0
255,KH0169,0
277,KH0229,0
280,KH0229,0
282,KH0213,0
286,KH0091,0
290,KH0169,0
310,KH0169,0
320,KH0117,0
321,KH0010,0
330,KH0010,0
338,KH0197,0
341,KH0010,0
347,KH0200,0
351,KH0259,0
352,KH0229,0
353,KH0115,0
355,KH0115,0
359,KH0259,0
361,KH0115,0
365,KH0010,0
366,KH0018,0
368,KH0010,0
375,KH0109,0
377,KH0010,0
380,KH0229,0
383,KH0010,0
387,KH0109,0
395,KH0109,0
402,KH0010,0
408,KH0169,0
411,KH0115,0
418,KH0115,0
422,KH0197,0
431,KH0010,0
440,KH0010,0
444,KH0010,0
446,KH0010,0
450,KH0010,0
453,KH0229,0
454,KH0229,0
459,KH0018,0
475,KH0115,0
493,KH0229,0
494,KH0010,0
498,KH0039,0
517,KH0091,0
520,KH0039,0
522,KH0018,0
543,KH0232,0
547,KH0109,0
551,KH0229,0
553,KH0229,0
556,KH0244,0
563,KH0229,0
573,KH0010,0
576,KH0229,0
583,KH0010,0
588,KH0010,0
593,KH0077,0
600,KH0115,0
613,KH0169,0
615,KH0115,0
645,KH0109,0
650,KH0213,0
664,KH0109,0
676,KH0091,0
680,KH0169,0
682,KH0229,0
690,KH0039,0
710,KH0077,0
716,KH0077,0
718,KH0115,0
720,KH0091,0
726,KH0232,0
736,KH0169,0
737,KH0039,0
753,KH0039,0
754,KH0091,0
755,KH0039,0
757,KH0213,0
760,KH0010,0
777,KH0091,0
779,KH0109,0
780,KH0109,0
782,KH0077,0
787,KH0115,0
798,KH0152,0
808,KH0229,0
819,KH0232,0
834,KH0166,0
841,KH0039,0
843,KH0177,0
844,KH0229,0
849,KH0109,0
851,KH0229,0
854,KH0152,0
855,KH0109,0
858,KH0109,0
862,KH0109,0
864,KH0197,0
868,KH0077,0
879,KH0244,0
880,KH0039,0
883,KH0169,0
885,KH0229,0
889,KH0261,0
890,KH0109,0
894,KH0115,0
897,KH0018,0
910,KH0109,0
922,KH0244,0
924,KH0244,0
926,KH0229,0
929,KH0109,0
930,KH0109,0
