Ma SV,Ma HP
1,0240
1,0241
2,0393
3,0379
4,0219
4,0384
4,0392
5,0032
6,0408
7,0251
7,0424
8,0207
9,0462
10,0085
10,0158
10,0172
10,0291
10,0323
10,0324
10,0361
11,0422
12,0357
13,0393
14,0137
14,0138
14,0337
14,0360
14,0361
15,0222
16,0353
17,0462
17,0464
18,0357
19,0013
20,0042
20,0043
20,0044
20,0045
20,0046
20,0047
20,0119
20,0289
21,0386
22,0204
23,0354
23,0357
24,0358
25,0462
25,0464
26,0066
26,0274
26,0279
27,0219
27,0384
27,0392
28,0087
29,0460
30,0394
31,0004
31,0158
31,0214
31,0433
32,0025
32,0029
33,0358
34,0420
35,0205
35,0346
35,0357
35,0423
36,0071
37,0029
37,0034
37,0351
37,0429
38,0065
38,0157
38,0203
38,0425
38,0431
39,0044
40,0216
40,0351
40,0358
41,0159
42,0302
42,0420
43,0071
43,0169
43,0321
43,0439
44,0353
44,0354
45,0188
45,0189
45,0190
45,0191
45,0192
45,0205
46,0353
47,0166
47,0474
48,0132
48,0239
49,0024
50,0151
50,0152
51,0003
51,0066
51,0315
51,0355
51,0416
51,0432
52,0023
52,0024
52,0030
53,0394
54,0067
54,0069
54,0070
54,0317
54,0404
54,0434
55,0024
56,0317
56,0415
56,0416
57,0064
57,0408
58,0032
59,0143
59,0144
59,0150
59,0288
60,0354
60,0357
61,0379
61,0393
61,0420
61,0430
62,0387
63,0301
63,0302
63,0334
63,0342
63,0426
64,0206
65,0353
65,0354
65,0357
66,0066
67,0354
68,0167
68,0429
68,0437
69,0294
69,0296
69,0297
69,0298
69,0299
69,0300
69,0303
69,0336
69,0374
70,0201
71,0207
71,0387
71,0389
71,0390
71,0407
71,0430
72,0090
72,0146
72,0306
72,0310
73,0205
74,0152
74,0412
75,0462
76,0003
76,0318
76,0349
76,0431
77,0026
78,0409
79,0206
79,0207
80,0003
80,0157
80,0243
80,0356
81,0075
81,0076
81,0077
81,0078
81,0079
81,0080
81,0288
82,0358
83,0424
83,0429
83,0474
83,0484
83,0485
84,0001
84,0065
84,0157
84,0315
84,0344
84,0355
85,0020
85,0021
85,0022
85,0341
86,0358
87,0246
87,0319
87,0346
87,0356
88,0139
88,0140
88,0141
88,0142
88,0369
89,0208
89,0459
90,0353
91,0246
91,0453
91,0454
91,0455
91,0456
92,0042
92,0043
92,0044
92,0045
92,0046
92,0047
92,0119
93,0354
94,0207
95,0283
96,0388
97,0073
97,0079
97,0166
97,0246
97,0333
97,0363
97,0395
98,0023
98,0024
99,0075
99,0076
99,0077
99,0079
99,0288
100,0358
100,0439
101,0314
102,0379
102,0388
103,0296
103,0297
