Ma SV,Ma HP
1,0089
2,0048
3,0056
3,0060
3,0061
4,0001
4,0002
4,0003
4,0065
5,0010
5,0047
5,0048
5,0049
5,0050
6,0047
7,0053
8,0061
9,0011
9,0067
10,0179
11,0062
12,0103
13,0040
14,0052
14,0062
15,0137
16,0061
17,0154
18,0152
19,0061
20,0053
21,0067
22,0070
23,0008
24,0045
24,0066
24,0130
24,0136
24,0140
25,0090
26,0121
26,0122
26,0123
27,0047
27,0048
27,0049
27,0050
28,0030
28,0149
28,0172
28,0173
28,0175
29,0070
30,0051
30,0052
30,0053
30,0054
30,0055
31,0022
31,0023
31,0025
31,0026
31,0028
32,0067
33,0130
34,0076
34,0131
34,0141
34,0142
34,0144
35,0069
35,0070
35,0071
35,0072
35,0073
36,0047
37,0013
38,0009
38,0066
38,0130
39,0012
39,0130
40,0114
40,0116
40,0117
40,0119
41,0130
42,0047
42,0048
42,0049
42,0050
42,0143
43,0049
43,0107
44,0056
44,0058
44,0061
44,0062
45,0056
45,0058
45,0061
45,0062
46,0008
46,0013
47,0136
48,0067
49,0067
50,0130
51,0130
52,0064
53,0067
54,0067
54,0107
55,0136
56,0011
57,0013
58,0008
59,0169
60,0136
61,0048
62,0033
62,0036
63,0045
63,0066
63,0104
63,0130
64,0057
64,0061
65,0076
65,0144
66,0018
66,0019
66,0020
66,0021
67,0053
67,0055
68,0020
68,0132
69,0070
69,0087
69,0090
69,0091
69,0099
70,0053
70,0055
70,0060
70,0061
71,0051
71,0052
71,0053
71,0054
71,0055
72,0154
72,0158
72,0162
73,0120
73,0121
73,0122
73,0123
73,0124
74,0129
74,0154
74,0160
75,0172
75,0176
76,0056
76,0058
76,0060
77,0057
78,0022
78,0023
78,0025
79,0051
79,0052
79,0053
79,0054
79,0055
80,0022
80,0023
80,0025
80,0026
80,0028
81,0033
82,0018
82,0019
82,0020
82,0021
82,0100
83,0018
83,0019
83,0020
83,0021
84,0045
84,0066
84,0073
84,0130
84,0136
85,0149
85,0172
85,0173
85,0175
85,0177
86,0008
86,0107
86,0132
86,0135
87,0056
87,0058
87,0060
88,0047
88,0048
88,0049
88,0050
89,0145
89,0146
89,0148
89,0151
89,0161
90,0022
90,0023
90,0025
90,0026
90,0028
91,0008
91,0017
91,0067
91,0109
91,0132
92,0057
92,0060
92,0062
93,0118
93,0129
93,0154
93,0160
94,0049
94,0128
95,0014
95,0018
95,0019
95,0020
95,0021
96,0067
97,0051
97,0052
97,0053
97,0054
97,0055
98,0171
99,0051
99,0052
99,0054
99,0055
100,0056
100,0061
100,0062
101,0145
101,0146
101,0148
101,0151
102,0047
102,0048
102,0049
102,0050
103,0051
103,0052
103,0053
103,0054
103,0055
104,0120
104,0121
104,0123
104,0124
105,0077
105,0078
105,0079
105,0080
106,0112
106,0113
106,0139
106,0170
107,0086
107,0158
107,0162
108,0004
108,0007
108,0091
109,0059
109,0061
109,0062
109,0120
110,0034
110,0035
110,0165
110,0182
111,0129
111,0154
111,0160
111,0162
112,0087
112,0091
112,0096
113,0033
113,0042
113,0061
114,0033
114,0036
115,0077
115,0078
115,0079
115,0081
116,0090
116,0092
116,0094
116,0097
117,0087
117,0089
117,0096
118,0076
118,0131
118,0141
118,0142
118,0144
119,0056
119,0059
119,0061
120,0037
120,0038
120,0039
121,0031
121,0033
121,0039
122,0031
122,0033
122,0129
123,0086
123,0120
123,0122
124,0154
124,0158
124,0160
124,0162
125,0023
125,0024
125,0031
125,0033
126,0145
126,0146
126,0148
126,0151
126,0152
127,0077
127,0078
127,0079
127,0080
127,0081
128,0057
128,0059
128,0060
128,0061
129,0001
129,0002
129,0003
129,0065
130,0056
130,0061
130,0062
131,0152
131,0154
131,0158
131,0162
132,0087
133,0148
133,0158
133,0160
133,0162
134,0036
134,0090
134,0093
134,0095
135,0093
135,0095
135,0097
136,0068
136,0108
136,0134
136,0137
136,0167
137,0031
137,0033
137,0038
138,0129
139,0129
139,0160
139,0162
140,0034
140,0035
140,0163
141,0025
141,0026
142,0118
142,0129
142,0154
142,0160
142,0162
143,0051
143,0052
143,0053
143,0054
143,0055
144,0088
144,0089
144,0093
144,0094
145,0036
145,0120
145,0121
145,0122
145,0123
146,0092
146,0093
146,0094
146,0096
147,0030
147,0149
147,0172
147,0173
147,0175
148,0129
148,0159
148,0160
148,0162
149,0056
149,0060
149,0061
149,0062
150,0090
150,0093
150,0094
151,0031
151,0033
151,0039
152,0056
152,0058
152,0059
153,0056
153,0060
153,0061
153,0062
154,0064
154,0131
154,0168
154,0169
154,0183
155,0129
155,0160
155,0162
156,0090
156,0091
156,0180
157,0033
157,0036
158,0022
158,0023
158,0024
158,0026
159,0057
159,0059
159,0061
159,0062
160,0036
160,0077
160,0093
160,0095
160,0096
161,0008
161,0067
161,0107
161,0136
162,0056
162,0058
162,0059
162,0062
163,0047
163,0048
163,0049
163,0050
164,0031
164,0033
164,0043
165,0086
165,0158
165,0159
165,0162
166,0093
166,0095
166,0097
167,0120
167,0121
167,0122
167,0123
168,0120
168,0121
168,0122
168,0123
169,0149
169,0175
170,0129
170,0154
170,0160
170,0162
171,0129
171,0158
171,0162
171,0164
172,0086
172,0129
172,0154
173,0129
173,0154
173,0158
174,0077
174,0078
174,0079
174,0080
175,0115
175,0129
175,0154
175,0160
175,0162
176,0152
176,0154
176,0158
176,0162
177,0129
177,0153
177,0154
177,0162
178,0022
178,0023
178,0025
178,0026
178,0028
179,0086
179,0129
179,0162
180,0022
180,0023
180,0025
180,0026
180,0028
181,0051
181,0052
181,0053
181,0054
182,0127
182,0178
182,0179
182,0180
183,0056
183,0059
183,0061
184,0056
184,0059
184,0061
184,0062
185,0154
185,0160
185,0162
186,0161
186,0162
186,0165
186,0166
187,0036
187,0161
187,0162
187,0165
188,0065
188,0082
188,0083
188,0084
189,0077
189,0078
189,0079
189,0080
190,0076
190,0131
190,0141
190,0142
190,0144
191,0022
191,0023
191,0024
191,0026
191,0028
192,0118
192,0129
192,0153
192,0154
192,0162
193,0090
193,0091
193,0092
193,0180
194,0077
194,0078
194,0079
194,0080
194,0081
195,0093
195,0095
195,0097
195,0098
196,0090
196,0092
196,0096
196,0098
197,0056
197,0060
197,0061
198,0031
198,0033
199,0033
199,0061
200,0022
200,0023
200,0024
200,0026
201,0047
201,0048
201,0049
201,0050
202,0004
202,0005
202,0007
202,0147
203,0086
203,0154
203,0158
204,0037
205,0120
205,0121
205,0123
205,0124
206,0031
206,0033
207,0031
207,0033
207,0039
208,0031
208,0033
209,0090
209,0092
209,0098
209,0099
210,0051
210,0052
210,0053
210,0054
211,0086
211,0129
211,0162
212,0056
212,0061
212,0062
213,0031
213,0033
213,0037
214,0033
214,0039
215,0093
215,0095
215,0123
216,0033
216,0061
217,0120
217,0121
217,0122
217,0123
217,0124
218,0036
218,0053
218,0055
218,0106
219,0086
219,0145
219,0146
219,0148
220,0087
220,0094
220,0096
221,0051
221,0052
221,0053
221,0054
221,0055
222,0030
222,0149
222,0172
222,0173
222,0175
