Ma SV,Ma HP
1,0261
1,0262
2,0660
3,0192
4,0236
5,0510
6,0190
6,0192
7,0184
8,0003
8,0069
9,0096
10,0059
11,0435
12,0668
12,0669
12,0670
13,0510
14,0217
14,0238
15,0013
16,0396
16,0495
16,0503
17,0099
18,0511
19,0020
20,0060
20,0077
21,0300
21,0360
22,0004
22,0006
22,0008
23,0441
24,0659
25,0283
25,0313
26,0129
27,0262
28,0060
28,0067
29,0515
30,0033
31,0171
32,0185
33,0023
33,0084
34,0438
35,0005
36,0299
37,0009
38,0441
39,0217
40,0017
41,0131
42,0076
42,0529
43,0142
44,0017
45,0589
46,0412
47,0672
48,0609
49,0066
50,0444
51,0064
51,0436
52,0177
52,0182
53,0463
54,0340
54,0342
55,0360
56,0364
56,0370
56,0379
56,0389
57,0432
57,0658
58,0297
59,0235
60,0491
61,0116
62,0075
63,0458
64,0075
65,0205
65,0208
66,0147
67,0060
68,0189
69,0059
70,0059
71,0387
72,0024
73,0497
74,0016
75,0659
76,0300
77,0086
77,0220
78,0088
79,0006
80,0096
80,0098
80,0102
80,0413
81,0374
82,0129
83,0055
84,0432
85,0403
86,0059
87,0575
88,0026
89,0279
89,0464
90,0060
90,0067
90,0157
90,0240
91,0059
91,0414
92,0017
92,0161
92,0190
93,0036
94,0059
95,0300
95,0443
96,0077
97,0601
98,0312
98,0315
98,0327
99,0507
100,0012
100,0253
101,0265
102,0434
102,0482
102,0489
103,0079
104,0360
105,0059
106,0381
107,0658
108,0312
109,0364
109,0369
109,0386
109,0502
109,0515
110,0012
111,0516
112,0412
113,0067
114,0154
115,0048
116,0017
116,0434
116,0517
117,0404
118,0482
119,0421
120,0205
120,0488
120,0499
121,0560
122,0036
122,0084
122,0091
123,0240
124,0134
125,0482
126,0575
127,0434
128,0069
129,0184
130,0336
130,0562
130,0566
131,0177
132,0237
132,0520
133,0408
134,0228
135,0001
136,0605
137,0300
138,0408
139,0128
140,0187
141,0319
142,0670
143,0205
143,0232
144,0524
144,0533
145,0358
146,0059
147,0205
148,0444
149,0357
150,0331
150,0332
150,0333
151,0208
152,0273
152,0511
153,0116
154,0572
155,0089
156,0586
157,0396
157,0412
158,0317
159,0416
160,0661
161,0335
162,0414
162,0417
163,0482
164,0026
164,0056
165,0166
166,0385
167,0403
168,0438
169,0014
170,0441
171,0444
172,0254
173,0300
174,0105
175,0362
176,0017
176,0520
177,0448
178,0166
178,0209
178,0217
179,0105
180,0320
180,0521
181,0515
182,0055
183,0300
184,0166
184,0193
184,0430
185,0396
186,0012
186,0013
187,0396
188,0270
188,0584
188,0619
188,0624
188,0625
188,0626
189,0422
189,0434
189,0437
190,0335
191,0403
192,0001
193,0001
193,0421
194,0434
195,0500
196,0066
197,0461
198,0307
198,0661
199,0403
200,0086
200,0443
201,0059
202,0463
202,0469
203,0259
204,0432
204,0434
205,0262
206,0265
207,0059
208,0343
208,0497
208,0500
209,0434
209,0438
210,0491
210,0500
211,0576
211,0586
211,0662
211,0663
211,0668
212,0545
213,0012
214,0021
215,0184
216,0242
216,0374
216,0383
216,0396
217,0394
218,0444
219,0001
220,0421
221,0360
222,0012
222,0086
223,0180
223,0492
224,0059
225,0482
226,0300
227,0396
228,0413
228,0421
228,0428
229,0300
230,0459
231,0427
232,0269
233,0082
233,0499
234,0421
235,0014
236,0224
237,0172
237,0429
238,0265
239,0300
239,0371
240,0076
240,0158
241,0487
242,0519
242,0600
243,0565
243,0659
243,0662
244,0237
245,0461
246,0205
247,0089
248,0417
248,0432
249,0006
250,0166
250,0497
251,0024
251,0026
252,0205
253,0576
253,0659
253,0663
254,0543
254,0636
255,0268
255,0270
255,0274
255,0278
256,0282
256,0310
257,0384
258,0659
259,0300
260,0362
261,0187
262,0440
263,0413
264,0205
264,0236
265,0568
265,0661
266,0336
267,0661
268,0622
269,0063
269,0071
269,0078
269,0105
269,0343
270,0172
270,0242
271,0388
271,0443
272,0341
272,0342
272,0343
272,0520
273,0517
274,0507
275,0470
276,0060
276,0244
277,0131
278,0086
279,0205
280,0226
281,0417
282,0082
283,0017
284,0386
285,0482
286,0414
287,0004
288,0403
289,0121
290,0095
291,0482
292,0520
293,0134
293,0334
293,0394
293,0562
294,0670
295,0048
296,0059
297,0079
298,0161
299,0300
300,0586
301,0270
301,0278
301,0279
301,0284
301,0287
302,0496
302,0500
303,0161
303,0452
303,0456
303,0476
304,0265
304,0299
304,0394
305,0059
305,0497
306,0080
306,0083
307,0058
307,0279
307,0338
307,0517
308,0273
308,0282
308,0301
309,0443
310,0540
311,0095
311,0658
312,0497
313,0568
313,0594
314,0469
315,0303
316,0184
317,0411
318,0388
319,0417
320,0300
321,0082
322,0006
322,0027
323,0216
324,0522
325,0008
326,0396
327,0081
328,0205
329,0487
330,0448
331,0225
331,0227
332,0443
333,0396
334,0341
335,0374
336,0205
337,0118
337,0468
338,0448
339,0383
340,0403
340,0421
341,0475
341,0481
342,0205
343,0172
344,0444
345,0058
346,0404
347,0262
348,0397
349,0185
349,0516
350,0059
351,0371
352,0059
352,0114
353,0525
353,0529
354,0404
355,0538
355,0552
355,0566
355,0599
355,0662
356,0301
357,0300
358,0469
359,0444
360,0315
360,0319
360,0320
360,0324
361,0135
362,0434
363,0186
364,0482
365,0243
366,0059
367,0468
367,0489
368,0059
369,0124
369,0130
370,0075
370,0077
371,0652
371,0653
371,0681
372,0279
373,0520
374,0544
375,0396
376,0082
376,0161
377,0265
377,0300
378,0060
378,0240
379,0404
380,0487
381,0026
381,0082
382,0060
383,0489
384,0493
385,0336
386,0166
387,0434
388,0463
389,0520
390,0372
391,0012
391,0247
392,0254
393,0155
394,0001
395,0420
395,0436
396,0214
397,0192
398,0264
398,0302
398,0316
398,0326
398,0562
399,0076
400,0487
401,0059
401,0082
401,0086
401,0510
402,0445
403,0079
403,0090
403,0217
404,0060
405,0371
405,0385
405,0517
406,0233
407,0189
408,0284
408,0433
409,0404
410,0370
411,0071
412,0391
413,0059
414,0154
414,0159
414,0169
415,0109
416,0013
417,0414
417,0499
418,0395
418,0482
418,0483
418,0520
419,0414
420,0059
421,0403
421,0434
422,0605
422,0627
422,0629
422,0630
422,0634
422,0635
423,0007
423,0048
424,0066
425,0662
426,0482
427,0388
428,0498
429,0205
429,0361
429,0364
429,0367
429,0369
430,0241
431,0004
432,0013
433,0335
434,0059
435,0159
435,0664
