Ma SV,Ma HP
1,0001
1,0002
1,0003
1,0009
1,0012
2,0080
3,0073
3,0074
3,0077
3,0079
4,0080
5,0066
5,0073
5,0075
5,0076
5,0081
6,0076
6,0077
6,0080
7,0073
7,0077
7,0078
7,0080
8,0081
9,0026
10,0001
11,0011
12,0014
12,0063
13,0027
14,0001
14,0002
15,0027
16,0069
17,0009
18,0007
18,0012
19,0020
19,0052
20,0030
21,0077
22,0080
23,0001
23,0012
24,0033
24,0075
24,0078
24,0079
25,0004
25,0019
26,0002
26,0007
27,0021
27,0022
28,0019
29,0003
30,0068
31,0014
31,0031
31,0032
31,0033
31,0074
32,0030
32,0040
32,0042
32,0070
33,0027
33,0030
34,0033
35,0079
36,0029
36,0067
36,0068
36,0072
37,0038
38,0011
39,0052
40,0063
41,0058
41,0059
41,0060
42,0081
43,0015
44,0015
44,0033
45,0027
46,0078
47,0002
48,0016
48,0019
48,0030
49,0019
49,0020
49,0026
49,0030
50,0009
51,0003
51,0011
52,0026
52,0074
52,0077
52,0079
53,0077
54,0027
54,0030
55,0077
55,0078
56,0073
57,0078
58,0015
58,0033
58,0077
59,0022
59,0045
59,0046
59,0047
59,0056
60,0078
61,0014
61,0018
61,0020
61,0024
61,0030
62,0010
62,0013
63,0077
64,0078
65,0032
65,0033
66,0027
67,0046
68,0040
68,0042
69,0036
69,0057
70,0052
70,0063
71,0018
72,0077
73,0080
74,0080
75,0029
75,0069
76,0055
76,0056
76,0058
77,0033
78,0075
79,0030
80,0026
80,0046
81,0033
82,0040
82,0069
83,0033
83,0078
84,0013
84,0018
85,0054
85,0056
85,0063
85,0064
86,0050
87,0007
87,0012
88,0075
89,0023
90,0079
91,0015
91,0026
91,0028
91,0033
92,0020
92,0034
92,0049
92,0053
93,0014
93,0073
93,0076
93,0077
94,0041
94,0073
94,0074
95,0031
95,0032
95,0066
95,0074
96,0013
97,0076
97,0081
98,0063
99,0033
99,0079
99,0081
100,0066
100,0075
100,0077
100,0078
100,0079
101,0014
101,0019
101,0031
101,0032
101,0033
101,0074
102,0040
103,0075
103,0076
103,0077
103,0078
103,0079
103,0080
104,0070
105,0024
105,0030
105,0036
105,0051
105,0055
105,0068
106,0034
106,0040
106,0056
106,0069
107,0054
107,0058
108,0075
108,0076
108,0081
109,0012
110,0026
111,0049
112,0019
112,0023
112,0024
112,0027
112,0028
112,0030
113,0033
113,0076
113,0077
113,0080
114,0015
114,0022
114,0030
114,0032
114,0033
115,0076
115,0077
115,0078
115,0079
116,0066
116,0073
116,0080
117,0019
118,0069
118,0070
119,0001
119,0010
119,0023
120,0019
120,0025
120,0070
121,0044
121,0047
121,0048
121,0050
121,0063
122,0073
122,0076
122,0077
122,0081
123,0010
123,0019
123,0022
123,0023
124,0015
