Ma SV,Ma HP
1,0170
2,0156
3,0281
4,0006
5,0154
5,0156
6,0383
7,0534
7,0535
7,0536
8,0275
9,0091
9,0160
9,0164
10,0008
11,0174
12,0009
13,0083
14,0189
15,0004
16,0425
17,0304
18,0170
19,0456
20,0016
21,0107
22,0129
23,0061
24,0049
25,0007
26,0004
27,0327
28,0049
28,0053
29,0024
30,0291
31,0001
32,0524
33,0146
34,0382
35,0049
36,0468
37,0056
37,0079
38,0291
39,0297
39,0299
40,0007
41,0128
42,0174
43,0329
44,0332
45,0377
45,0378
45,0392
45,0406
46,0528
46,0531
46,0532
47,0014
48,0164
49,0008
50,0226
50,0229
51,0355
52,0110
52,0236
53,0291
54,0049
54,0156
54,0292
54,0303
54,0319
55,0304
56,0049
57,0403
58,0061
58,0103
58,0158
59,0249
60,0005
61,0297
61,0299
62,0239
62,0241
62,0242
62,0262
63,0353
64,0205
64,0422
65,0061
65,0062
66,0071
67,0353
68,0240
68,0241
69,0050
70,0302
70,0306
71,0049
72,0299
73,0107
73,0302
74,0005
75,0024
76,0339
77,0130
78,0205
79,0045
79,0135
79,0302
80,0265
81,0161
82,0001
83,0439
84,0005
85,0050
86,0291
87,0340
88,0156
88,0382
89,0064
90,0332
91,0246
91,0247
91,0248
92,0154
93,0239
94,0230
95,0294
96,0292
97,0321
97,0367
97,0382
98,0306
99,0300
99,0304
99,0456
100,0174
101,0050
101,0292
102,0237
102,0291
102,0382
102,0520
103,0221
103,0235
104,0204
105,0049
106,0427
106,0454
106,0524
107,0304
108,0291
109,0101
109,0283
110,0423
111,0079
112,0294
112,0304
113,0528
114,0071
115,0354
116,0109
116,0114
117,0362
118,0358
118,0365
119,0056
120,0306
121,0291
122,0205
122,0524
123,0353
124,0354
125,0422
126,0289
127,0347
128,0071
129,0205
130,0205
131,0238
132,0344
133,0112
134,0149
135,0003
136,0014
136,0061
137,0011
138,0377
139,0317
140,0302
141,0307
141,0312
141,0386
142,0040
143,0128
143,0382
144,0135
145,0330
145,0385
145,0406
145,0452
146,0295
146,0318
147,0117
148,0291
149,0044
150,0361
151,0343
151,0363
152,0056
153,0154
154,0154
155,0291
156,0260
156,0376
157,0294
158,0439
159,0050
159,0146
159,0156
160,0456
161,0156
162,0001
163,0472
164,0361
165,0156
166,0179
167,0149
168,0329
169,0353
170,0109
171,0004
171,0007
171,0009
172,0156
173,0382
174,0087
175,0071
175,0270
175,0283
176,0369
177,0178
177,0216
177,0265
177,0342
178,0056
179,0315
180,0049
181,0165
182,0110
183,0269
184,0299
184,0353
184,0373
185,0418
186,0050
187,0431
187,0442
188,0205
189,0524
190,0204
191,0061
192,0169
193,0011
194,0018
194,0020
195,0329
196,0101
197,0445
197,0447
197,0449
197,0451
198,0250
198,0434
198,0470
198,0471
198,0472
198,0503
199,0187
199,0192
200,0071
200,0206
201,0353
202,0138
202,0140
203,0205
204,0239
205,0422
205,0427
205,0527
205,0528
205,0529
206,0419
207,0276
208,0353
209,0525
210,0071
211,0463
212,0208
213,0011
214,0119
215,0026
216,0236
217,0291
218,0173
218,0205
218,0418
218,0524
219,0007
220,0178
221,0049
222,0261
223,0302
224,0088
225,0116
225,0117
226,0321
227,0165
227,0323
228,0297
228,0299
229,0056
230,0164
231,0090
231,0242
231,0247
232,0056
233,0304
234,0353
235,0524
236,0179
236,0180
236,0188
236,0418
236,0419
237,0205
238,0184
238,0194
238,0213
239,0381
240,0434
241,0064
242,0524
243,0050
244,0350
245,0244
246,0297
247,0105
247,0107
248,0016
249,0049
250,0108
251,0328
252,0049
253,0535
254,0001
255,0387
256,0100
256,0258
257,0045
257,0291
258,0336
259,0205
260,0049
261,0138
261,0145
262,0291
263,0163
264,0344
265,0251
266,0205
267,0119
268,0119
268,0332
269,0205
269,0318
270,0244
271,0179
272,0448
273,0419
274,0456
275,0351
276,0353
277,0299
278,0442
278,0443
278,0444
278,0532
279,0224
280,0207
280,0210
280,0218
280,0419
281,0242
282,0282
283,0295
284,0377
285,0525
286,0049
287,0519
288,0366
289,0049
290,0409
291,0423
292,0297
293,0019
293,0159
293,0375
294,0291
295,0304
296,0128
297,0299
298,0108
299,0116
300,0050
301,0205
302,0174
303,0012
304,0334
305,0050
306,0292
306,0381
306,0386
307,0261
308,0214
308,0220
308,0263
308,0268
308,0355
309,0035
310,0014
311,0422
311,0452
312,0306
313,0132
314,0265
315,0382
316,0071
317,0382
318,0071
318,0156
319,0153
320,0049
321,0130
322,0358
323,0332
324,0495
325,0064
326,0356
327,0063
328,0071
329,0318
330,0173
331,0217
331,0237
332,0360
333,0519
334,0205
335,0074
336,0011
336,0302
336,0332
337,0001
338,0057
339,0008
340,0304
341,0238
342,0061
343,0252
344,0035
345,0297
346,0050
347,0291
348,0186
349,0011
350,0174
350,0190
351,0101
351,0115
351,0120
352,0148
353,0165
354,0021
355,0064
355,0065
356,0205
357,0174
358,0353
359,0382
360,0361
361,0024
362,0524
363,0273
363,0276
364,0075
364,0331
364,0353
364,0356
365,0205
366,0189
367,0174
368,0021
369,0246
369,0248
370,0328
371,0295
372,0527
373,0205
373,0260
374,0414
375,0436
376,0176
377,0234
378,0297
379,0524
380,0332
381,0189
382,0108
383,0327
384,0307
385,0152
386,0306
387,0051
388,0347
389,0164
390,0192
391,0302
392,0045
392,0050
392,0322
393,0086
394,0024
395,0352
396,0424
397,0289
398,0049
399,0001
400,0298
400,0329
400,0381
401,0176
402,0236
402,0300
402,0307
402,0321
403,0105
404,0288
404,0382
405,0261
406,0148
406,0156
407,0188
408,0253
409,0056
410,0011
410,0056
410,0155
411,0150
411,0321
411,0366
412,0353
413,0505
413,0508
413,0514
413,0539
413,0542
414,0205
415,0101
415,0113
415,0201
415,0291
415,0364
416,0060
416,0377
416,0386
416,0392
417,0302
418,0340
419,0377
420,0196
421,0269
422,0029
423,0427
424,0297
424,0304
425,0500
425,0503
426,0073
426,0262
426,0267
427,0383
427,0389
427,0390
427,0391
428,0270
428,0283
428,0339
429,0154
430,0174
430,0179
430,0217
430,0419
431,0158
431,0239
431,0241
431,0242
432,0260
433,0277
433,0281
433,0521
434,0291
434,0353
434,0355
435,0289
435,0421
435,0452
435,0498
435,0499
436,0288
436,0331
437,0299
437,0304
438,0240
438,0243
439,0311
439,0313
440,0153
440,0156
440,0314
440,0322
440,0365
441,0051
441,0057
441,0058
441,0103
441,0133
442,0430
442,0435
442,0528
442,0529
443,0135
443,0174
443,0207
444,0108
445,0120
445,0358
445,0366
446,0227
447,0204
447,0423
447,0521
448,0035
448,0381
448,0419
449,0351
449,0386
450,0178
450,0186
450,0207
450,0433
451,0108
452,0332
453,0270
453,0306
453,0422
453,0455
454,0071
454,0239
454,0240
454,0241
454,0242
454,0386
455,0256
456,0172
456,0177
456,0204
456,0423
457,0259
457,0271
458,0292
459,0182
459,0184
459,0290
460,0405
460,0438
460,0460
461,0102
461,0107
461,0267
461,0271
462,0135
463,0097
463,0124
463,0273
464,0179
464,0269
465,0173
465,0204
465,0291
465,0521
466,0208
466,0209
466,0423
466,0426
467,0204
467,0260
467,0339
468,0173
469,0291
469,0299
469,0302
469,0312
470,0109
471,0467
471,0474
472,0038
472,0097
472,0257
472,0329
472,0368
473,0177
473,0192
473,0291
473,0419
473,0423
474,0173
475,0302
475,0306
476,0384
476,0398
476,0422
476,0454
477,0425
477,0498
477,0499
478,0434
478,0483
478,0484
478,0485
478,0504
478,0506
479,0182
479,0186
479,0190
479,0230
480,0136
480,0186
480,0189
480,0192
481,0328
482,0377
482,0482
482,0500
482,0502
482,0503
483,0206
483,0244
483,0283
483,0285
483,0340
484,0222
484,0436
485,0121
485,0285
485,0286
486,0054
486,0061
486,0064
487,0237
487,0291
487,0380
487,0382
488,0117
488,0121
489,0132
489,0279
489,0368
490,0005
490,0008
490,0374
490,0375
491,0050
491,0332
492,0201
492,0344
492,0347
493,0207
494,0291
494,0353
494,0376
495,0237
495,0384
495,0411
495,0418
495,0524
496,0436
497,0500
497,0503
497,0504
497,0509
498,0140
499,0181
499,0207
499,0211
500,0522
500,0524
501,0100
501,0112
502,0300
502,0317
503,0089
503,0218
503,0273
504,0524
505,0435
505,0531
505,0532
506,0135
506,0179
506,0228
507,0109
508,0168
508,0171
508,0258
509,0246
509,0247
510,0086
510,0133
510,0257
510,0365
511,0402
511,0421
511,0452
511,0471
511,0499
512,0136
512,0138
512,0154
512,0155
512,0157
513,0017
513,0360
513,0371
514,0176
515,0434
515,0502
515,0503
515,0506
515,0509
516,0046
516,0257
516,0331
516,0368
517,0056
517,0057
517,0067
518,0087
518,0299
519,0052
519,0124
519,0168
520,0081
520,0085
520,0268
520,0284
521,0291
522,0071
522,0175
522,0210
522,0216
522,0219
523,0208
524,0156
524,0317
524,0371
525,0205
526,0173
526,0204
526,0291
526,0419
527,0173
527,0533
528,0486
528,0489
528,0491
529,0173
530,0329
530,0337
531,0484
531,0486
531,0504
531,0543
532,0332
533,0214
533,0222
533,0226
534,0181
535,0223
536,0428
536,0527
536,0529
537,0164
537,0291
537,0353
537,0371
538,0049
538,0117
538,0205
538,0291
538,0353
539,0482
539,0500
539,0502
539,0503
540,0049
541,0369
541,0370
542,0290
542,0368
542,0384
542,0411
542,0419
543,0016
544,0427
544,0502
544,0522
544,0524
545,0049
546,0102
546,0109
547,0101
547,0261
548,0120
548,0366
548,0374
548,0386
549,0238
549,0319
549,0521
550,0513
550,0514
550,0517
551,0173
552,0005
553,0173
554,0294
554,0299
554,0302
554,0306
555,0304
555,0306
556,0344
557,0031
557,0060
557,0288
557,0353
557,0355
558,0200
559,0068
560,0306
561,0135
562,0288
562,0330
562,0368
562,0520
563,0006
564,0212
564,0223
564,0230
564,0231
565,0492
565,0496
566,0097
566,0098
566,0331
567,0049
567,0108
568,0099
568,0107
568,0124
568,0302
569,0468
570,0306
571,0511
572,0423
573,0317
573,0359
574,0156
575,0116
575,0117
576,0343
576,0351
577,0214
577,0221
578,0175
578,0178
578,0186
578,0423
578,0526
579,0070
579,0116
579,0245
579,0252
580,0071
580,0383
581,0006
582,0244
583,0205
584,0494
585,0436
585,0439
586,0181
586,0217
586,0382
587,0460
588,0061
588,0062
588,0070
588,0071
588,0151
589,0358
590,0342
590,0345
590,0349
591,0529
592,0250
592,0434
592,0470
592,0471
592,0472
592,0504
593,0008
593,0060
593,0071
593,0102
593,0236
593,0291
594,0411
594,0442
595,0126
596,0362
597,0333
597,0340
597,0363
598,0291
598,0384
598,0398
598,0454
599,0294
599,0299
600,0139
601,0465
602,0314
603,0466
603,0468
604,0291
604,0354
605,0419
606,0102
606,0278
607,0326
607,0475
608,0397
609,0005
610,0204
610,0299
610,0429
610,0430
610,0432
611,0173
611,0427
611,0428
611,0452
611,0524
612,0107
613,0156
614,0072
614,0290
615,0010
616,0001
616,0102
616,0134
617,0172
617,0205
617,0291
617,0423
618,0165
619,0049
620,0136
621,0049
621,0058
621,0108
621,0125
622,0358
623,0161
624,0328
625,0347
625,0364
626,0306
627,0011
627,0100
627,0291
627,0360
628,0366
628,0370
628,0372
629,0427
629,0428
629,0430
629,0525
629,0528
630,0135
630,0191
630,0192
630,0201
631,0135
631,0207
631,0213
632,0351
632,0352
632,0358
632,0363
632,0364
632,0367
633,0527
633,0529
634,0103
635,0174
635,0212
635,0428
635,0524
636,0024
636,0381
636,0404
637,0030
637,0098
637,0164
637,0256
638,0024
638,0148
639,0050
640,0302
641,0291
641,0343
641,0349
642,0142
642,0385
642,0406
643,0498
644,0049
644,0306
644,0334
645,0466
645,0468
646,0328
647,0297
647,0299
648,0102
648,0168
648,0170
649,0524
650,0113
651,0046
651,0288
651,0356
651,0368
651,0382
652,0299
652,0382
653,0381
654,0476
654,0504
654,0507
654,0510
655,0418
656,0106
656,0110
656,0208
656,0212
656,0423
657,0231
658,0223
659,0179
659,0204
659,0418
659,0419
659,0524
660,0003
660,0239
660,0241
660,0242
660,0376
661,0153
662,0001
662,0260
662,0274
663,0451
663,0534
663,0535
663,0536
664,0291
664,0500
664,0501
664,0502
664,0503
665,0150
665,0151
665,0215
665,0237
666,0178
666,0187
666,0199
667,0250
667,0434
667,0470
667,0471
667,0472
667,0504
668,0302
669,0256
669,0335
669,0340
670,0214
670,0216
671,0328
672,0164
673,0070
673,0118
673,0343
674,0384
674,0401
674,0418
674,0454
675,0076
675,0204
675,0259
675,0291
675,0423
676,0534
677,0189
677,0274
677,0275
678,0011
678,0241
678,0242
678,0384
679,0126
679,0374
680,0294
681,0197
681,0527
682,0165
683,0156
684,0213
685,0073
685,0160
685,0164
686,0192
686,0423
687,0184
687,0188
687,0199
687,0382
688,0035
688,0108
689,0299
690,0101
690,0183
690,0192
690,0207
691,0422
691,0524
692,0131
692,0132
693,0038
693,0096
693,0258
693,0331
694,0175
694,0192
694,0211
694,0230
694,0423
695,0182
695,0185
695,0188
695,0190
695,0433
696,0452
696,0498
696,0499
697,0205
698,0014
698,0092
698,0119
699,0027
699,0119
699,0128
700,0098
700,0271
701,0307
701,0312
702,0205
702,0384
702,0385
702,0400
702,0422
703,0156
704,0039
704,0092
704,0119
704,0290
705,0173
705,0177
705,0204
705,0425
705,0528
706,0374
706,0375
707,0132
707,0509
707,0512
707,0513
707,0514
707,0515
708,0057
708,0336
709,0114
709,0281
710,0237
710,0466
711,0115
711,0116
711,0137
712,0057
712,0120
712,0291
713,0347
714,0240
714,0447
714,0451
715,0108
716,0522
717,0072
717,0362
717,0364
718,0167
718,0292
718,0297
719,0174
719,0227
719,0230
719,0366
719,0419
720,0037
720,0047
720,0368
721,0283
721,0284
722,0020
722,0276
723,0294
724,0230
725,0191
725,0198
725,0263
725,0340
726,0002
727,0299
727,0482
727,0500
727,0502
727,0503
728,0207
729,0247
729,0248
730,0522
730,0525
731,0302
732,0037
733,0239
733,0240
733,0241
733,0302
733,0306
734,0291
735,0452
736,0185
736,0208
737,0189
737,0469
737,0471
737,0473
737,0500
738,0117
738,0118
739,0056
740,0126
740,0318
740,0456
741,0466
741,0468
742,0050
742,0296
742,0302
742,0305
743,0303
743,0333
743,0340
743,0346
744,0382
744,0392
745,0049
746,0102
746,0204
746,0262
747,0249
747,0250
747,0299
747,0382
748,0319
748,0322
749,0382
749,0435
749,0536
750,0214
750,0222
751,0215
751,0216
752,0073
752,0329
752,0376
753,0035
753,0283
754,0005
755,0207
755,0211
755,0423
755,0426
756,0119
756,0376
757,0002
758,0403
758,0405
758,0408
759,0007
759,0014
760,0062
761,0103
761,0172
761,0289
761,0331
761,0382
762,0513
762,0514
762,0516
762,0517
763,0018
763,0107
763,0120
764,0302
764,0363
765,0173
766,0122
767,0133
767,0238
767,0397
767,0419
767,0456
768,0106
768,0387
768,0404
768,0422
769,0469
769,0473
770,0030
770,0291
770,0332
770,0355
771,0236
771,0259
771,0331
772,0385
772,0387
773,0165
774,0104
774,0110
775,0020
775,0104
775,0107
776,0174
777,0302
777,0304
777,0434
777,0437
777,0439
778,0240
778,0243
778,0246
779,0307
780,0007
780,0021
780,0386
781,0007
