Ma SV,Ma HP
1,0417
2,0476
3,0247
4,0158
5,0347
6,0523
7,0545
8,0462
9,0312
10,0249
11,0576
12,0169
13,0172
14,0012
15,0576
16,0111
16,0489
17,0172
18,0597
19,0082
19,0239
19,0249
20,0535
21,0349
22,0347
23,0316
23,0317
23,0323
24,0320
25,0420
26,0133
27,0454
28,0169
29,0191
30,0004
31,0305
32,0061
32,0063
33,0535
34,0356
35,0149
36,0269
37,0187
38,0172
39,0516
40,0565
40,0569
41,0183
41,0184
42,0146
43,0138
44,0144
45,0347
46,0485
47,0130
47,0171
48,0366
49,0172
50,0150
51,0054
52,0151
53,0276
54,0369
55,0586
56,0496
57,0063
58,0099
59,0185
60,0169
61,0608
62,0586
63,0513
64,0206
65,0171
66,0289
67,0240
68,0272
69,0272
70,0062
71,0181
72,0455
73,0198
74,0582
75,0182
76,0535
77,0420
78,0261
79,0029
80,0575
81,0005
82,0187
82,0322
83,0108
83,0111
83,0206
83,0215
84,0518
84,0519
85,0608
86,0580
87,0131
87,0261
87,0406
88,0143
89,0183
89,0354
90,0420
91,0148
91,0151
91,0565
92,0169
93,0148
93,0155
94,0261
95,0181
96,0349
97,0111
98,0184
99,0172
100,0482
101,0580
102,0443
103,0247
104,0606
104,0608
105,0170
106,0003
107,0200
107,0210
107,0320
108,0155
109,0513
110,0244
111,0572
112,0444
113,0439
114,0051
115,0272
116,0170
117,0495
118,0274
119,0133
120,0455
121,0173
121,0267
122,0446
123,0158
124,0240
125,0003
125,0132
125,0347
126,0483
127,0180
127,0412
127,0426
128,0160
129,0576
130,0140
130,0257
131,0410
131,0436
131,0611
132,0525
133,0515
134,0482
135,0131
136,0159
136,0183
136,0220
136,0304
137,0610
138,0169
138,0374
139,0274
140,0012
141,0183
141,0184
142,0608
143,0517
144,0383
145,0607
146,0586
147,0535
148,0582
149,0140
150,0131
151,0170
152,0535
153,0307
154,0099
155,0245
156,0155
157,0087
158,0286
159,0059
159,0491
160,0331
161,0597
162,0452
163,0111
164,0280
164,0284
165,0277
166,0443
166,0449
167,0240
167,0574
168,0482
169,0316
169,0323
169,0331
170,0553
171,0606
172,0352
173,0608
174,0517
175,0098
176,0578
177,0004
178,0240
179,0172
180,0172
181,0083
181,0170
181,0173
182,0523
183,0289
184,0021
184,0513
184,0574
185,0131
186,0566
187,0383
188,0242
189,0610
190,0501
191,0022
192,0003
193,0206
194,0201
194,0420
194,0575
195,0451
196,0243
197,0022
198,0517
199,0149
200,0065
200,0072
200,0105
201,0132
202,0077
203,0401
204,0608
205,0314
206,0372
207,0248
207,0271
207,0451
208,0247
209,0524
210,0183
210,0184
210,0581
211,0155
211,0156
211,0514
212,0149
212,0419
213,0519
214,0172
215,0604
216,0215
217,0417
218,0170
218,0171
218,0568
219,0063
220,0053
220,0056
221,0310
222,0155
222,0269
222,0281
