Ma SV,Ma HP
1,0453
1,0478
2,0390
2,0913
2,2204
3,0870
3,1161
3,1805
3,2025
3,2175
3,2180
4,0575
4,1525
4,1677
5,0426
5,0439
5,1688
5,1948
5,1986
6,1108
6,1397
6,1672
7,0389
7,1912
7,1913
7,1982
7,2319
8,0160
8,0168
8,0886
9,0781
9,0782
9,0784
9,0790
9,2101
10,0391
10,1297
10,2093
11,0104
11,0868
11,2145
11,2177
11,2178
11,2288
12,0394
12,0581
12,0582
12,0637
12,1985
13,0509
13,0575
13,1359
13,1677
14,0153
15,1476
15,1935
15,2210
15,2218
16,1724
17,0261
17,0637
17,2069
17,2210
17,2248
18,2321
19,0261
19,1461
19,1675
19,2027
19,2036
20,1122
20,1672
20,2026
20,2071
21,0267
21,0273
21,0274
21,0310
22,1465
22,2076
22,2098
22,2226
23,0874
23,0881
23,1787
23,1794
23,2042
23,2205
24,0503
24,1062
24,1447
24,1912
24,2247
25,0039
25,0057
25,0677
25,2090
25,2247
26,0637
26,1295
26,2157
26,2159
26,2203
26,2316
27,0104
27,0663
27,1931
27,1990
27,2084
28,0095
28,2044
28,2227
28,2398
29,2389
29,2392
30,0429
30,0438
30,0440
30,1688
31,0394
31,0581
31,0582
31,1985
32,0387
32,0574
32,1686
32,2088
33,1754
33,1908
34,0389
34,0573
34,1471
34,2088
35,0662
35,1852
35,2386
35,2393
36,0275
36,0284
36,0296
36,0298
36,1254
36,1867
37,1815
38,0041
39,0575
39,1014
39,1678
39,1979
40,0679
40,1532
40,1641
40,1642
41,1295
41,1949
41,2155
41,2156
41,2157
41,2316
42,0395
42,0573
42,1396
42,2319
43,1628
43,1633
43,1636
43,1841
44,0516
44,1209
44,1527
44,2250
44,2329
45,0381
45,0423
46,0389
46,0503
46,0637
46,1673
46,2249
47,0258
48,1790
48,1792
48,1798
48,1810
48,2261
49,1438
49,2197
49,2199
49,2200
50,0105
50,0637
50,1112
50,1461
50,2023
51,0247
51,0452
51,0453
51,0460
51,0461
52,1453
52,1930
52,2324
53,0872
53,1034
53,1353
53,1687
53,1979
54,1527
54,1710
54,1798
54,2106
54,2322
54,2329
55,0915
56,0386
56,0575
56,1395
56,1677
57,1646
57,1655
57,1712
58,1161
58,1923
58,1927
58,2106
58,2245
59,0427
59,0441
59,0442
59,0453
59,0455
60,0841
61,0194
61,0385
61,0503
61,0870
61,2034
61,2036
62,0461
62,0481
62,0485
63,0748
63,1089
63,1675
63,2283
64,0247
64,0249
64,0637
64,1963
64,2187
65,0076
65,0542
65,0544
66,1372
66,1373
66,2248
67,1168
67,1910
67,1918
67,1919
67,1924
68,0487
68,0494
68,0495
68,0840
69,1933
69,2327
69,2402
70,1405
70,1678
70,2247
71,0391
71,0663
71,1208
71,1673
71,2249
72,0384
73,0385
73,0395
73,1686
73,2249
74,1611
75,0031
75,0836
75,0847
76,1172
76,1200
76,2079
76,2091
76,2250
77,0575
77,1705
77,1994
77,2099
78,0427
78,0459
78,0460
78,0461
78,1495
78,1627
79,0382
79,0594
79,1450
80,0305
80,0308
80,1794
80,1898
80,2090
80,2303
81,1649
81,1653
81,1714
82,1828
82,1905
83,0047
83,0070
83,1078
83,1349
83,2357
84,0426
84,0438
84,0439
84,1687
84,1986
85,0305
85,0308
85,1232
85,1802
85,1805
85,2320
86,0386
86,0575
86,1045
86,1686
86,2400
87,0574
87,1006
87,1678
87,1979
88,0629
88,1589
88,1779
89,0512
89,1465
89,1701
89,1703
90,1501
90,1505
91,0575
91,0637
91,1678
91,1979
92,0091
92,0109
92,0771
92,2069
92,2206
92,2398
93,1226
93,1471
93,2178
93,2180
93,2210
94,0267
94,0275
94,0637
94,1983
95,0637
95,0654
95,1359
95,1460
95,1945
96,0043
96,0261
96,1093
96,1675
96,2067
97,0719
97,2367
97,2371
97,2372
98,0477
98,0492
99,0258
99,0978
100,1190
100,1359
100,1951
100,2316
101,0376
102,0574
102,0637
102,1678
103,0153
104,0209
104,0310
104,0395
104,2036
104,2325
105,1682
106,1973
106,1974
107,2117
107,2135
108,0261
108,0637
108,1096
108,1675
108,1786
109,0516
109,2003
109,2014
110,1652
110,1721
111,0103
111,0873
111,0874
111,1786
111,1794
112,1652
112,1720
113,0261
113,0642
113,1115
113,1675
113,2068
114,0806
114,0873
114,1535
114,1551
115,0637
115,0806
115,1680
115,1979
116,0214
116,0216
116,0219
117,0891
117,0896
117,0898
118,0402
118,0409
118,0416
119,1031
120,0310
120,0311
120,1698
121,0354
121,0675
121,0993
121,1983
121,2345
122,0575
122,0637
122,1678
122,1830
122,1979
123,1451
123,2221
123,2229
123,2232
123,2233
124,0873
124,1524
124,1530
124,1678
124,1786
125,0642
125,0677
125,1794
125,2259
126,0872
126,1787
126,2318
127,1213
127,1846
127,1850
127,1851
128,0948
128,0966
129,0261
129,1081
129,1465
129,1675
130,0637
130,1760
130,1762
130,1763
130,2345
131,1595
131,1598
132,1269
132,1280
133,0265
133,0269
133,1075
134,0386
134,0574
134,0637
134,1677
135,0575
135,0637
135,1678
135,1979
136,0348
136,1393
136,1603
136,1671
137,1793
137,1806
137,1900
137,2250
138,0246
138,0348
138,2083
138,2091
139,0153
140,0253
140,1359
140,1957
140,2045
140,2210
141,0267
141,0273
141,0274
141,1983
142,0261
142,0872
142,1685
142,1786
142,2068
143,0258
143,1549
143,1550
144,1212
144,1327
144,1483
144,1485
144,1493
145,0575
145,0637
145,1678
145,1979
146,1500
146,1502
147,0505
147,0872
147,1087
147,2248
148,1813
149,0640
150,0395
150,0420
150,1322
150,1323
150,2319
151,0096
151,0793
151,2393
151,2398
152,0846
152,1720
153,0574
153,1049
153,1472
153,1677
154,0574
154,0637
154,1677
155,0677
155,0872
155,1471
155,1686
155,2090
155,2098
156,0641
156,1667
157,0908
157,0950
157,1732
157,1987
157,2084
158,1265
158,1266
158,1267
159,0433
159,0448
159,0449
159,0451
159,0454
159,0458
159,2247
160,0267
160,0273
160,0274
161,1794
161,2171
161,2173
161,2179
162,0775
162,0776
162,0782
162,0790
162,1445
163,0380
163,0406
163,1958
163,1985
163,2325
164,0103
164,1178
164,2074
164,2079
164,2097
165,0106
165,0652
165,0684
165,0722
165,1383
165,1603
165,1604
165,1952
165,1990
166,0500
166,0501
167,0847
168,0246
168,0755
168,1683
168,1758
168,1761
169,1792
169,1799
169,1807
169,1900
169,1951
170,0558
170,0560
170,0563
170,0875
170,1842
170,2326
171,0683
171,0722
171,1947
171,2028
171,2031
171,2034
172,1538
172,1675
172,2155
172,2296
172,2306
173,1297
173,1882
173,1883
173,2099
173,2403
174,0332
174,0334
174,0339
175,0933
176,0574
176,1482
176,1927
176,1956
176,2070
177,0446
177,0575
177,1627
177,1688
177,1986
178,0383
178,0384
178,1756
179,0637
179,0872
179,1399
179,1685
179,1787
180,0507
180,0575
180,1678
180,1979
181,0056
181,0095
182,0596
182,1527
183,0782
183,0784
183,1236
184,0541
184,0573
184,1675
184,1786
185,1727
185,1729
186,0387
186,0574
186,1359
186,1685
186,2400
187,1652
188,1460
188,1476
188,1960
188,2024
188,2027
189,1092
189,1673
189,1911
189,2023
189,2155
190,0153
191,0575
191,0637
191,1678
191,1847
191,1979
192,0396
192,1570
192,1753
192,1755
192,1907
192,1937
193,0684
193,1234
193,1384
193,2176
193,2178
194,0571
194,1680
194,1853
194,1979
195,0305
195,0308
195,0309
195,1675
195,1805
195,2024
196,0267
196,0273
196,0274
196,0310
197,2053
197,2054
197,2062
197,2064
198,0223
199,0391
199,1470
199,1686
199,1787
199,1853
200,0541
200,0772
200,1673
200,1911
200,2249
201,0268
201,0575
201,1015
201,1678
201,1979
202,1820
202,1826
202,2415
203,0776
203,0780
203,0782
203,0794
204,0644
204,0705
204,2376
204,2379
204,2382
204,2383
205,1654
205,1657
206,0392
206,0558
206,0559
206,2250
207,0225
207,0386
207,0573
207,1072
207,1685
207,2400
208,2021
208,2415
209,0468
210,0216
210,0217
210,1682
211,0502
212,0124
212,0251
212,2316
213,0806
213,1629
213,1631
213,1688
213,2249
214,0637
214,1359
214,2029
214,2034
215,0132
215,0714
215,0722
215,0725
215,1359
216,0247
216,1244
216,1529
216,1641
217,0492
218,0677
218,1231
218,1577
218,1943
218,2089
218,2391
219,2117
219,2139
220,1180
220,1204
221,0387
221,0574
221,0637
221,1359
221,1675
222,0575
222,1678
222,1979
222,2249
223,0322
223,0323
223,0324
223,1963
223,2088
224,0310
224,0872
224,1685
224,1945
224,2023
224,2245
225,2131
226,0391
226,1068
226,1672
226,1786
227,0391
227,1295
227,2027
227,2161
227,2162
227,2171
227,2207
228,0452
228,0454
228,0460
228,0461
228,0465
229,0394
229,0581
229,0582
229,1686
229,2262
230,0890
230,0892
231,2210
231,2216
231,2224
231,2232
231,2245
232,0389
232,1518
232,1868
232,2296
233,0574
233,1678
233,2067
233,2249
234,0677
234,1528
234,1533
234,1534
234,1537
234,1805
235,1267
235,1374
236,0264
236,0265
236,0266
236,0637
237,0884
237,1800
237,1803
237,1809
237,1817
238,2325
239,1500
239,1505
239,2274
240,0394
240,0581
240,0582
240,2106
240,2249
241,1595
241,1599
242,0387
242,0574
242,1096
242,1685
243,1502
244,1172
244,1496
244,1498
244,1501
245,0503
245,0772
245,0776
245,1786
245,2207
246,0503
246,1078
246,1465
246,2215
246,2247
247,0874
247,1359
247,1945
247,2025
247,2318
248,1526
248,1527
248,1534
248,1630
248,2097
249,0874
249,0876
249,0881
249,0885
249,2318
250,0575
250,0637
250,1687
250,1979
251,0923
251,0941
251,1853
251,1920
252,0225
252,0575
252,0870
252,1008
252,1685
252,2400
253,0267
253,0273
253,0274
253,0310
254,0884
254,1799
254,1806
254,1807
254,1900
255,0277
255,1673
256,1560
256,2327
257,1522
257,1523
258,2080
258,2093
258,2096
258,2219
259,0106
259,0873
260,1662
260,1717
261,0385
261,0575
261,1016
261,1677
262,2183
263,0505
263,0637
263,1790
263,1796
263,2318
264,0883
264,1791
264,1793
264,1796
264,1900
264,2090
265,1505
266,0895
266,1903
266,1906
266,2327
267,0261
267,0505
267,0873
267,1471
267,1686
268,0393
268,0637
268,1043
268,1685
268,2207
268,2317
269,0505
269,0637
269,1790
269,1798
269,2031
270,0575
270,1678
270,1979
271,0760
271,0761
271,1208
271,1805
271,1951
271,2069
271,2203
272,0386
272,0574
272,1467
